lemma,wortart,kompositum,genus,nominativ singular,nominativ singular*,nominativ singular 1,nominativ singular 2,nominativ singular 3,nominativ singular 4,nominativ singular stark,nominativ singular schwach,nominativ singular gemischt,nominativ plural,nominativ plural*,nominativ plural 1,nominativ plural 2,nominativ plural 3,nominativ plural 4,nominativ plural stark,nominativ plural schwach,nominativ plural gemischt,genitiv singular,genitiv singular*,genitiv singular 1,genitiv singular 2,genitiv singular 3,genitiv singular 4,genitiv singular stark,genitiv singular schwach,genitiv singular gemischt,genitiv plural,genitiv plural*,genitiv plural 1,genitiv plural 2,genitiv plural 3,genitiv plural 4,genitiv plural stark,genitiv plural schwach,genitiv plural gemischt,dativ singular,dativ singular*,dativ singular 1,dativ singular 2,dativ singular 3,dativ singular 4,dativ singular stark,dativ singular schwach,dativ singular gemischt,dativ plural,dativ plural*,dativ plural 1,dativ plural 2,dativ plural 3,dativ plural 4,dativ plural stark,dativ plural schwach,dativ plural gemischt,akkusativ singular,akkusativ singular*,akkusativ singular 1,akkusativ singular 2,akkusativ singular 3,akkusativ singular 4,akkusativ singular stark,akkusativ singular schwach,akkusativ singular gemischt,akkusativ plural,akkusativ plural*,akkusativ plural 1,akkusativ plural 2,akkusativ plural 3,akkusativ plural 4,akkusativ plural stark,akkusativ plural schwach,akkusativ plural gemischt
Rhabarbermarmelade,Substantiv,1,f,Rhabarbermarmelade,,,,,,,,,Rhabarbermarmeladen,,,,,,,,,Rhabarbermarmelade,,,,,,,,,Rhabarbermarmeladen,,,,,,,,,Rhabarbermarmelade,,,,,,,,,Rhabarbermarmeladen,,,,,,,,,Rhabarbermarmelade,,,,,,,,,Rhabarbermarmeladen,,,,,,,,
Fahndungsliste,Substantiv,1,f,Fahndungsliste,,,,,,,,,Fahndungslisten,,,,,,,,,Fahndungsliste,,,,,,,,,Fahndungslisten,,,,,,,,,Fahndungsliste,,,,,,,,,Fahndungslisten,,,,,,,,,Fahndungsliste,,,,,,,,,Fahndungslisten,,,,,,,,
Kettenfahrzeug,Substantiv,1,n,Kettenfahrzeug,,,,,,,,,Kettenfahrzeuge,,,,,,,,,Kettenfahrzeuges,Kettenfahrzeugs,,,,,,,,Kettenfahrzeuge,,,,,,,,,Kettenfahrzeug,,,,,,,,,Kettenfahrzeugen,,,,,,,,,Kettenfahrzeug,,,,,,,,,Kettenfahrzeuge,,,,,,,,
Galaxiengruppe,Substantiv,1,f,Galaxiengruppe,,,,,,,,,Galaxiengruppen,,,,,,,,,Galaxiengruppe,,,,,,,,,Galaxiengruppen,,,,,,,,,Galaxiengruppe,,,,,,,,,Galaxiengruppen,,,,,,,,,Galaxiengruppe,,,,,,,,,Galaxiengruppen,,,,,,,,
Wasserpumpenzange,Substantiv,1,f,Wasserpumpenzange,,,,,,,,,Wasserpumpenzangen,,,,,,,,,Wasserpumpenzange,,,,,,,,,Wasserpumpenzangen,,,,,,,,,Wasserpumpenzange,,,,,,,,,Wasserpumpenzangen,,,,,,,,,Wasserpumpenzange,,,,,,,,,Wasserpumpenzangen,,,,,,,,
Ortstafel,Substantiv,1,f,Ortstafel,,,,,,,,,Ortstafeln,,,,,,,,,Ortstafel,,,,,,,,,Ortstafeln,,,,,,,,,Ortstafel,,,,,,,,,Ortstafeln,,,,,,,,,Ortstafel,,,,,,,,,Ortstafeln,,,,,,,,
Stahlregal,Substantiv,1,n,Stahlregal,,,,,,,,,Stahlregale,,,,,,,,,Stahlregals,,,,,,,,,Stahlregale,,,,,,,,,Stahlregal,,,,,,,,,Stahlregalen,,,,,,,,,Stahlregal,,,,,,,,,Stahlregale,,,,,,,,
Drahtkorb,Substantiv,1,m,Drahtkorb,,,,,,,,,Drahtkörbe,,,,,,,,,Drahtkorbes,Drahtkorbs,,,,,,,,Drahtkörbe,,,,,,,,,Drahtkorb,Drahtkorbe,,,,,,,,Drahtkörben,,,,,,,,,Drahtkorb,,,,,,,,,Drahtkörbe,,,,,,,,
Plastikhülle,Substantiv,1,f,Plastikhülle,,,,,,,,,Plastikhüllen,,,,,,,,,Plastikhülle,,,,,,,,,Plastikhüllen,,,,,,,,,Plastikhülle,,,,,,,,,Plastikhüllen,,,,,,,,,Plastikhülle,,,,,,,,,Plastikhüllen,,,,,,,,
Hühnerschlegel,Substantiv,1,m,Hühnerschlegel,,,,,,,,,Hühnerschlegel,,,,,,,,,Hühnerschlegels,,,,,,,,,Hühnerschlegel,,,,,,,,,Hühnerschlegel,,,,,,,,,Hühnerschlegeln,,,,,,,,,Hühnerschlegel,,,,,,,,,Hühnerschlegel,,,,,,,,
Uniformrock,Substantiv,1,m,Uniformrock,,,,,,,,,Uniformröcke,,,,,,,,,Uniformrocks,Uniformrockes,,,,,,,,Uniformröcke,,,,,,,,,Uniformrock,,,,,,,,,Uniformröcken,,,,,,,,,Uniformrock,,,,,,,,,Uniformröcke,,,,,,,,
Zahngold,Substantiv,1,n,Zahngold,,,,,,,,,,,,,,,,,,Zahngolds,Zahngoldes,,,,,,,,,,,,,,,,,Zahngold,,,,,,,,,,,,,,,,,,Zahngold,,,,,,,,,,,,,,,,,
Eisbombe,Substantiv,1,f,Eisbombe,,,,,,,,,Eisbomben,,,,,,,,,Eisbombe,,,,,,,,,Eisbomben,,,,,,,,,Eisbombe,,,,,,,,,Eisbomben,,,,,,,,,Eisbombe,,,,,,,,,Eisbomben,,,,,,,,
Eistüte,Substantiv,1,f,Eistüte,,,,,,,,,Eistüten,,,,,,,,,Eistüte,,,,,,,,,Eistüten,,,,,,,,,Eistüte,,,,,,,,,Eistüten,,,,,,,,,Eistüte,,,,,,,,,Eistüten,,,,,,,,
Lüftungsarmatur,Substantiv,1,f,Lüftungsarmatur,,,,,,,,,Lüftungsarmaturen,,,,,,,,,Lüftungsarmatur,,,,,,,,,Lüftungsarmaturen,,,,,,,,,Lüftungsarmatur,,,,,,,,,Lüftungsarmaturen,,,,,,,,,Lüftungsarmatur,,,,,,,,,Lüftungsarmaturen,,,,,,,,
Poolnudel,Substantiv,1,f,Poolnudel,,,,,,,,,Poolnudeln,,,,,,,,,Poolnudel,,,,,,,,,Poolnudeln,,,,,,,,,Poolnudel,,,,,,,,,Poolnudeln,,,,,,,,,Poolnudel,,,,,,,,,Poolnudeln,,,,,,,,
Kragstein,Substantiv,1,m,Kragstein,,,,,,,,,Kragsteine,,,,,,,,,Kragsteines,Kragsteins,,,,,,,,Kragsteine,,,,,,,,,Kragstein,Kragsteine,,,,,,,,Kragsteinen,,,,,,,,,Kragstein,,,,,,,,,Kragsteine,,,,,,,,
Strömungskraftmaschine,Substantiv,1,f,Strömungskraftmaschine,,,,,,,,,Strömungskraftmaschinen,,,,,,,,,Strömungskraftmaschine,,,,,,,,,Strömungskraftmaschinen,,,,,,,,,Strömungskraftmaschine,,,,,,,,,Strömungskraftmaschinen,,,,,,,,,Strömungskraftmaschine,,,,,,,,,Strömungskraftmaschinen,,,,,,,,
Likörglas,Substantiv,1,n,Likörglas,,,,,,,,,Likörgläser,,,,,,,,,Likörglases,,,,,,,,,Likörgläser,,,,,,,,,Likörglas,Likörglase,,,,,,,,Likörgläsern,,,,,,,,,Likörglas,,,,,,,,,Likörgläser,,,,,,,,
Mohnzopf,Substantiv,1,m,Mohnzopf,,,,,,,,,Mohnzöpfe,,,,,,,,,Mohnzopfes,Mohnzopfs,,,,,,,,Mohnzöpfe,,,,,,,,,Mohnzopf,Mohnzopfe,,,,,,,,Mohnzöpfen,,,,,,,,,Mohnzopf,,,,,,,,,Mohnzöpfe,,,,,,,,
Damenhut,Substantiv,1,m,Damenhut,,,,,,,,,Damenhüte,,,,,,,,,Damenhutes,Damenhuts,,,,,,,,Damenhüte,,,,,,,,,Damenhut,Damenhute,,,,,,,,Damenhüten,,,,,,,,,Damenhut,,,,,,,,,Damenhüte,,,,,,,,
Brokat,Substantiv,,m,Brokat,,,,,,,,,Brokate,,,,,,,,,Brokats,Brokates,,,,,,,,Brokate,,,,,,,,,Brokat,Brokate,,,,,,,,Brokaten,,,,,,,,,Brokat,,,,,,,,,Brokate,,,,,,,,
Büro,Substantiv,,n,Büro,,,,,,,,,Büros,,,,,,,,,Büros,,,,,,,,,Büros,,,,,,,,,Büro,,,,,,,,,Büros,,,,,,,,,Büro,,,,,,,,,Büros,,,,,,,,
Kaltwasser-Geysir,Substantiv,1,m,Kaltwasser-Geysir,,,,,,,,,Kaltwasser-Geysire,,,,,,,,,Kaltwasser-Geysirs,,,,,,,,,Kaltwasser-Geysire,,,,,,,,,Kaltwasser-Geysir,,,,,,,,,Kaltwasser-Geysiren,,,,,,,,,Kaltwasser-Geysir,,,,,,,,,Kaltwasser-Geysire,,,,,,,,
Ledersohle,Substantiv,1,f,Ledersohle,,,,,,,,,Ledersohlen,,,,,,,,,Ledersohle,,,,,,,,,Ledersohlen,,,,,,,,,Ledersohle,,,,,,,,,Ledersohlen,,,,,,,,,Ledersohle,,,,,,,,,Ledersohlen,,,,,,,,
Schienbein,Substantiv,,n,Schienbein,,,,,,,,,Schienbeine,,,,,,,,,Schienbeins,Schienbeines,,,,,,,,Schienbeine,,,,,,,,,Schienbein,Schienbeine,,,,,,,,Schienbeinen,,,,,,,,,Schienbein,,,,,,,,,Schienbeine,,,,,,,,
Baumläuferwaldsänger,Substantiv,,m,Baumläuferwaldsänger,,,,,,,,,Baumläuferwaldsänger,,,,,,,,,Baumläuferwaldsängers,,,,,,,,,Baumläuferwaldsänger,,,,,,,,,Baumläuferwaldsänger,,,,,,,,,Baumläuferwaldsängern,,,,,,,,,Baumläuferwaldsänger,,,,,,,,,Baumläuferwaldsänger,,,,,,,,
Weißblechdose,Substantiv,1,f,Weißblechdose,,,,,,,,,Weißblechdosen,,,,,,,,,Weißblechdose,,,,,,,,,Weißblechdosen,,,,,,,,,Weißblechdose,,,,,,,,,Weißblechdosen,,,,,,,,,Weißblechdose,,,,,,,,,Weißblechdosen,,,,,,,,
Litschi,Substantiv,,f,Litschi,,,,,,,,,Litschis,,,,,,,,,Litschi,,,,,,,,,Litschis,,,,,,,,,Litschi,,,,,,,,,Litschis,,,,,,,,,Litschi,,,,,,,,,Litschis,,,,,,,,
Kantine,Substantiv,,f,Kantine,,,,,,,,,Kantinen,,,,,,,,,Kantine,,,,,,,,,Kantinen,,,,,,,,,Kantine,,,,,,,,,Kantinen,,,,,,,,,Kantine,,,,,,,,,Kantinen,,,,,,,,
Tabletcomputer,Substantiv,1,m,Tabletcomputer,,,,,,,,,Tabletcomputer,,,,,,,,,Tabletcomputers,,,,,,,,,Tabletcomputer,,,,,,,,,Tabletcomputer,,,,,,,,,Tabletcomputern,,,,,,,,,Tabletcomputer,,,,,,,,,Tabletcomputer,,,,,,,,
Zahnspange,Substantiv,1,f,Zahnspange,,,,,,,,,Zahnspangen,,,,,,,,,Zahnspange,,,,,,,,,Zahnspangen,,,,,,,,,Zahnspange,,,,,,,,,Zahnspangen,,,,,,,,,Zahnspange,,,,,,,,,Zahnspangen,,,,,,,,
Zwei-Cent-Stück,Substantiv,,n,Zwei-Cent-Stück,,,,,,,,,Zwei-Cent-Stücke,,,,,,,,,Zwei-Cent-Stückes,Zwei-Cent-Stücks,,,,,,,,Zwei-Cent-Stücke,,,,,,,,,Zwei-Cent-Stück,Zwei-Cent-Stücke,,,,,,,,Zwei-Cent-Stücken,,,,,,,,,Zwei-Cent-Stück,,,,,,,,,Zwei-Cent-Stücke,,,,,,,,
Aluminiumtopf,Substantiv,1,m,Aluminiumtopf,,,,,,,,,Aluminiumtöpfe,,,,,,,,,Aluminiumtopfes,Aluminiumtopfs,,,,,,,,Aluminiumtöpfe,,,,,,,,,Aluminiumtopf,Aluminiumtopfe,,,,,,,,Aluminiumtöpfen,,,,,,,,,Aluminiumtopf,,,,,,,,,Aluminiumtöpfe,,,,,,,,
Hochzeitsfoto,Substantiv,1,n,Hochzeitsfoto,,,,,,,,,Hochzeitsfotos,,,,,,,,,Hochzeitsfotos,,,,,,,,,Hochzeitsfotos,,,,,,,,,Hochzeitsfoto,,,,,,,,,Hochzeitsfotos,,,,,,,,,Hochzeitsfoto,,,,,,,,,Hochzeitsfotos,,,,,,,,
Schlumpf,Substantiv,,m,Schlumpf,,,,,,,,,Schlümpfe,,,,,,,,,Schlumpfes,Schlumpfs,,,,,,,,Schlümpfe,,,,,,,,,Schlumpf,Schlumpfe,,,,,,,,Schlümpfen,,,,,,,,,Schlumpf,,,,,,,,,Schlümpfe,,,,,,,,
Familienkutsche,Substantiv,1,f,Familienkutsche,,,,,,,,,Familienkutschen,,,,,,,,,Familienkutsche,,,,,,,,,Familienkutschen,,,,,,,,,Familienkutsche,,,,,,,,,Familienkutschen,,,,,,,,,Familienkutsche,,,,,,,,,Familienkutschen,,,,,,,,
Schaufelradbagger,Substantiv,1,m,Schaufelradbagger,,,,,,,,,Schaufelradbagger,,,,,,,,,Schaufelradbaggers,,,,,,,,,Schaufelradbagger,,,,,,,,,Schaufelradbagger,,,,,,,,,Schaufelradbaggern,,,,,,,,,Schaufelradbagger,,,,,,,,,Schaufelradbagger,,,,,,,,
Chemisett,Substantiv,,n,Chemisett,,,,,,,,,,,Chemisette,Chemisetts,,,,,,Chemisetts,Chemisettes,,,,,,,,,,Chemisette,Chemisetts,,,,,,Chemisett,Chemisette,,,,,,,,,,Chemisetten,Chemisetts,,,,,,,,Chemisett,,,,,,,,,Chemisette,Chemisetts,,,,,
Sprachwörterbuch,Substantiv,1,n,Sprachwörterbuch,,,,,,,,,Sprachwörterbücher,,,,,,,,,Sprachwörterbuchs,Sprachwörterbuches,,,,,,,,Sprachwörterbücher,,,,,,,,,Sprachwörterbuch,Sprachwörterbuche,,,,,,,,Sprachwörterbüchern,,,,,,,,,Sprachwörterbuch,,,,,,,,,Sprachwörterbücher,,,,,,,,
Hotdog,Substantiv,,,,,Hotdog,Hotdog,,,,,,Hotdogs,,,,,,,,,,,Hotdogs,Hotdogs,,,,,,Hotdogs,,,,,,,,,,,Hotdog,Hotdog,,,,,,Hotdogs,,,,,,,,,,,Hotdog,Hotdog,,,,,,Hotdogs,,,,,,,,
Kellertreppe,Substantiv,1,f,Kellertreppe,,,,,,,,,Kellertreppen,,,,,,,,,Kellertreppe,,,,,,,,,Kellertreppen,,,,,,,,,Kellertreppe,,,,,,,,,Kellertreppen,,,,,,,,,Kellertreppe,,,,,,,,,Kellertreppen,,,,,,,,
Goldnugget,Substantiv,,n,Goldnugget,,,,,,,,,Goldnuggets,,,,,,,,,Goldnuggets,,,,,,,,,Goldnuggets,,,,,,,,,Goldnugget,,,,,,,,,Goldnuggets,,,,,,,,,Goldnugget,,,,,,,,,Goldnuggets,,,,,,,,
Geheimwaffe,Substantiv,,f,Geheimwaffe,,,,,,,,,Geheimwaffen,,,,,,,,,Geheimwaffe,,,,,,,,,Geheimwaffen,,,,,,,,,Geheimwaffe,,,,,,,,,Geheimwaffen,,,,,,,,,Geheimwaffe,,,,,,,,,Geheimwaffen,,,,,,,,
Sportgerät,Substantiv,1,n,Sportgerät,,,,,,,,,Sportgeräte,,,,,,,,,Sportgerätes,Sportgeräts,,,,,,,,Sportgeräte,,,,,,,,,Sportgerät,Sportgeräte,,,,,,,,Sportgeräten,,,,,,,,,Sportgerät,,,,,,,,,Sportgeräte,,,,,,,,
Ärmel,Substantiv,,m,Ärmel,,,,,,,,,Ärmel,,,,,,,,,Ärmels,,,,,,,,,Ärmel,,,,,,,,,Ärmel,,,,,,,,,Ärmeln,,,,,,,,,Ärmel,,,,,,,,,Ärmel,,,,,,,,
Blumengebinde,Substantiv,1,n,Blumengebinde,,,,,,,,,Blumengebinde,,,,,,,,,Blumengebindes,,,,,,,,,Blumengebinde,,,,,,,,,Blumengebinde,,,,,,,,,Blumengebinden,,,,,,,,,Blumengebinde,,,,,,,,,Blumengebinde,,,,,,,,
Kellergewölbe,Substantiv,1,n,Kellergewölbe,,,,,,,,,Kellergewölbe,,,,,,,,,Kellergewölbes,,,,,,,,,Kellergewölbe,,,,,,,,,Kellergewölbe,,,,,,,,,Kellergewölben,,,,,,,,,Kellergewölbe,,,,,,,,,Kellergewölbe,,,,,,,,
Segelschiff,Substantiv,1,n,Segelschiff,,,,,,,,,Segelschiffe,,,,,,,,,Segelschiffes,Segelschiffs,,,,,,,,Segelschiffe,,,,,,,,,Segelschiff,Segelschiffe,,,,,,,,Segelschiffen,,,,,,,,,Segelschiff,,,,,,,,,Segelschiffe,,,,,,,,
Schlauchpflanze,Substantiv,,f,Schlauchpflanze,,,,,,,,,Schlauchpflanzen,,,,,,,,,Schlauchpflanze,,,,,,,,,Schlauchpflanzen,,,,,,,,,Schlauchpflanze,,,,,,,,,Schlauchpflanzen,,,,,,,,,Schlauchpflanze,,,,,,,,,Schlauchpflanzen,,,,,,,,
Clubjacke,Substantiv,,f,Clubjacke,,,,,,,,,Clubjacken,,,,,,,,,Clubjacke,,,,,,,,,Clubjacken,,,,,,,,,Clubjacke,,,,,,,,,Clubjacken,,,,,,,,,Clubjacke,,,,,,,,,Clubjacken,,,,,,,,
Schwarzes Brett,"Substantiv,Wortverbindung",,n,,,,,,,Schwarzes Brett,Schwarze Brett,Schwarzes Brett,,,,,,,Schwarze Bretter,Schwarzen Bretter,Schwarzen Bretter,,,,,,,Schwarzen Bretts,Schwarzen Bretts,Schwarzen Bretts,,,,,,,Schwarzer Bretter,Schwarzen Bretter,Schwarzen Bretter,,,,,,,Schwarzem Brett,Schwarzen Brett,Schwarzen Brett,,,,,,,Schwarzen Brettern,Schwarzen Brettern,Schwarzem Brett,,,,,,,Schwarzes Brett,Schwarze Brett,Schwarzes Brett,,,,,,,Schwarze Bretter,Schwarzen Bretter,Schwarzen Bretter
Matte,Substantiv,,n,Matte,,,,,,,,,,,,,,,,,,Matten,,,,,,,,,,,,,,,,,,Matten,,,,,,,,,,,,,,,,,,Matte,,,,,,,,,,,,,,,,,
Eintrittsbillet,Substantiv,1,n,Eintrittsbillet,,,,,,,,,Eintrittsbillets,,,Eintrittsbillete,,,,,,Eintrittsbillets,,,,,,,,,,,Eintrittsbillets,Eintrittsbillete,,,,,,Eintrittsbillet,,,,,,,,,,,Eintrittsbillets,Eintrittsbillete,,,,,,Eintrittsbillet,,,,,,,,,,,Eintrittsbillets,Eintrittsbillete,,,,,
Altbauwohnung,Substantiv,1,f,Altbauwohnung,,,,,,,,,Altbauwohnungen,,,,,,,,,Altbauwohnung,,,,,,,,,Altbauwohnungen,,,,,,,,,Altbauwohnung,,,,,,,,,Altbauwohnungen,,,,,,,,,Altbauwohnung,,,,,,,,,Altbauwohnungen,,,,,,,,
Heftzwecke,Substantiv,,f,Heftzwecke,,,,,,,,,Heftzwecken,,,,,,,,,Heftzwecke,,,,,,,,,Heftzwecken,,,,,,,,,Heftzwecke,,,,,,,,,Heftzwecken,,,,,,,,,Heftzwecke,,,,,,,,,Heftzwecken,,,,,,,,
Hühnchen,Substantiv,,n,Hühnchen,,,,,,,,,Hühnchen,,,,,,,,,Hühnchens,,,,,,,,,Hühnchen,,,,,,,,,Hühnchen,,,,,,,,,Hühnchen,,,,,,,,,Hühnchen,,,,,,,,,Hühnchen,,,,,,,,
Teesahne,Substantiv,1,f,Teesahne,,,,,,,,,,,,,,,,,,Teesahne,,,,,,,,,,,,,,,,,,Teesahne,,,,,,,,,,,,,,,,,,Teesahne,,,,,,,,,,,,,,,,,
Pferdemilch,Substantiv,1,f,Pferdemilch,,,,,,,,,,,,,,,,,,Pferdemilch,,,,,,,,,,,,,,,,,,Pferdemilch,,,,,,,,,,,,,,,,,,Pferdemilch,,,,,,,,,,,,,,,,,
Hohlziegel,Substantiv,1,m,Hohlziegel,,,,,,,,,Hohlziegel,,,,,,,,,Hohlziegels,,,,,,,,,Hohlziegel,,,,,,,,,Hohlziegel,,,,,,,,,Hohlziegeln,,,,,,,,,Hohlziegel,,,,,,,,,Hohlziegel,,,,,,,,
Kälblein,Substantiv,,n,Kälblein,,,,,,,,,Kälblein,,,,,,,,,Kälbleins,,,,,,,,,Kälblein,,,,,,,,,Kälblein,,,,,,,,,Kälblein,,,,,,,,,Kälblein,,,,,,,,,Kälblein,,,,,,,,
Raupenfahrzeug,Substantiv,1,n,Raupenfahrzeug,,,,,,,,,Raupenfahrzeuge,,,,,,,,,Raupenfahrzeuges,Raupenfahrzeugs,,,,,,,,Raupenfahrzeuge,,,,,,,,,Raupenfahrzeug,Raupenfahrzeuge,,,,,,,,Raupenfahrzeugen,,,,,,,,,Raupenfahrzeug,,,,,,,,,Raupenfahrzeuge,,,,,,,,
Schiffsdiesel,Substantiv,1,m,Schiffsdiesel,,,,,,,,,Schiffsdiesel,,,,,,,,,Schiffsdiesels,,,,,,,,,Schiffsdiesel,,,,,,,,,Schiffsdiesel,,,,,,,,,Schiffsdieseln,,,,,,,,,Schiffsdiesel,,,,,,,,,Schiffsdiesel,,,,,,,,
Wespe,Substantiv,,f,Wespe,,,,,,,,,Wespen,,,,,,,,,Wespe,,,,,,,,,Wespen,,,,,,,,,Wespe,,,,,,,,,Wespen,,,,,,,,,Wespe,,,,,,,,,Wespen,,,,,,,,
Wollmaus,Substantiv,,f,Wollmaus,,,,,,,,,Wollmäuse,,,,,,,,,Wollmaus,,,,,,,,,Wollmäuse,,,,,,,,,Wollmaus,,,,,,,,,Wollmäusen,,,,,,,,,Wollmaus,,,,,,,,,Wollmäuse,,,,,,,,
Skrotum,Substantiv,,n,Skrotum,,,,,,,,,Skrota,,,,,,,,,Skrotums,,,,,,,,,Skrota,,,,,,,,,Skrotum,,,,,,,,,Skrota,,,,,,,,,Skrotum,,,,,,,,,Skrota,,,,,,,,
Stichsäge,Substantiv,1,f,Stichsäge,,,,,,,,,Stichsägen,,,,,,,,,Stichsäge,,,,,,,,,Stichsägen,,,,,,,,,Stichsäge,,,,,,,,,Stichsägen,,,,,,,,,Stichsäge,,,,,,,,,Stichsägen,,,,,,,,
Schlinge,Substantiv,,f,Schlinge,,,,,,,,,Schlingen,,,,,,,,,Schlinge,,,,,,,,,Schlingen,,,,,,,,,Schlinge,,,,,,,,,Schlingen,,,,,,,,,Schlinge,,,,,,,,,Schlingen,,,,,,,,
Echolot,Substantiv,1,n,Echolot,,,,,,,,,Echolote,,,,,,,,,Echolotes,Echolots,,,,,,,,Echolote,,,,,,,,,Echolot,Echolote,,,,,,,,Echoloten,,,,,,,,,Echolot,,,,,,,,,Echolote,,,,,,,,
Adapter,Substantiv,,m,Adapter,,,,,,,,,Adapter,,,,,,,,,Adapters,,,,,,,,,Adapter,,,,,,,,,Adapter,,,,,,,,,Adaptern,,,,,,,,,Adapter,,,,,,,,,Adapter,,,,,,,,
Honig,Substantiv,,m,Honig,,,,,,,,,Honige,,,,,,,,,Honigs,,,,,,,,,Honige,,,,,,,,,Honig,,,,,,,,,Honigen,,,,,,,,,Honig,,,,,,,,,Honige,,,,,,,,
Containerwohnung,Substantiv,1,f,Containerwohnung,,,,,,,,,Containerwohnungen,,,,,,,,,Containerwohnung,,,,,,,,,Containerwohnungen,,,,,,,,,Containerwohnung,,,,,,,,,Containerwohnungen,,,,,,,,,Containerwohnung,,,,,,,,,Containerwohnungen,,,,,,,,
Schiff,Substantiv,,n,Schiff,,,,,,,,,Schiffe,,,,,,,,,Schiffs,Schiffes,,,,,,,,Schiffe,,,,,,,,,Schiff,Schiffe,,,,,,,,Schiffen,,,,,,,,,Schiff,,,,,,,,,Schiffe,,,,,,,,
Teeblatt,Substantiv,1,n,Teeblatt,,,,,,,,,Teeblätter,,,,,,,,,Teeblatts,Teeblattes,,,,,,,,Teeblätter,,,,,,,,,Teeblatt,Teeblatte,,,,,,,,Teeblättern,,,,,,,,,Teeblatt,,,,,,,,,Teeblätter,,,,,,,,
Knorpel,Substantiv,,m,Knorpel,,,,,,,,,Knorpel,,,,,,,,,Knorpels,,,,,,,,,Knorpel,,,,,,,,,Knorpel,,,,,,,,,Knorpeln,,,,,,,,,Knorpel,,,,,,,,,Knorpel,,,,,,,,
Kunststoffauto,Substantiv,1,n,Kunststoffauto,,,,,,,,,Kunststoffautos,,,,,,,,,Kunststoffautos,,,,,,,,,Kunststoffautos,,,,,,,,,Kunststoffauto,,,,,,,,,Kunststoffautos,,,,,,,,,Kunststoffauto,,,,,,,,,Kunststoffautos,,,,,,,,
Korkplatte,Substantiv,1,f,Korkplatte,,,,,,,,,Korkplatten,,,,,,,,,Korkplatte,,,,,,,,,Korkplatten,,,,,,,,,Korkplatte,,,,,,,,,Korkplatten,,,,,,,,,Korkplatte,,,,,,,,,Korkplatten,,,,,,,,
Randstein,Substantiv,1,m,Randstein,,,,,,,,,Randsteine,,,,,,,,,Randsteines,Randsteins,,,,,,,,Randsteine,,,,,,,,,Randstein,Randsteine,,,,,,,,Randsteinen,,,,,,,,,Randstein,,,,,,,,,Randsteine,,,,,,,,
Nudelsalat,Substantiv,1,m,Nudelsalat,,,,,,,,,Nudelsalate,,,,,,,,,Nudelsalats,Nudelsalates,,,,,,,,Nudelsalate,,,,,,,,,Nudelsalat,Nudelsalate,,,,,,,,Nudelsalaten,,,,,,,,,Nudelsalat,,,,,,,,,Nudelsalate,,,,,,,,
Rettungsfahrzeug,Substantiv,,n,Rettungsfahrzeug,,,,,,,,,Rettungsfahrzeuge,,,,,,,,,Rettungsfahrzeuges,Rettungsfahrzeugs,,,,,,,,Rettungsfahrzeuge,,,,,,,,,Rettungsfahrzeug,Rettungsfahrzeuge,,,,,,,,Rettungsfahrzeugen,,,,,,,,,Rettungsfahrzeug,,,,,,,,,Rettungsfahrzeuge,,,,,,,,
Gewürzregal,Substantiv,,n,Gewürzregal,,,,,,,,,Gewürzregale,,,,,,,,,Gewürzregals,Gewürzregales,,,,,,,,Gewürzregale,,,,,,,,,Gewürzregal,Gewürzregale,,,,,,,,Gewürzregalen,,,,,,,,,Gewürzregal,,,,,,,,,Gewürzregale,,,,,,,,
Heizungsrohr,Substantiv,1,n,Heizungsrohr,,,,,,,,,Heizungsrohre,,,,,,,,,Heizungsrohres,Heizungsrohrs,,,,,,,,Heizungsrohre,,,,,,,,,Heizungsrohr,Heizungsrohre,,,,,,,,Heizungsrohren,,,,,,,,,Heizungsrohr,,,,,,,,,Heizungsrohre,,,,,,,,
Schalthebel,Substantiv,1,m,Schalthebel,,,,,,,,,Schalthebel,,,,,,,,,Schalthebels,,,,,,,,,Schalthebel,,,,,,,,,Schalthebel,,,,,,,,,Schalthebeln,,,,,,,,,Schalthebel,,,,,,,,,Schalthebel,,,,,,,,
Arztzimmer,Substantiv,1,n,Arztzimmer,,,,,,,,,Arztzimmer,,,,,,,,,Arztzimmers,,,,,,,,,Arztzimmer,,,,,,,,,Arztzimmer,,,,,,,,,Arztzimmern,,,,,,,,,Arztzimmer,,,,,,,,,Arztzimmer,,,,,,,,
Ruder,Substantiv,,n,Ruder,,,,,,,,,Ruder,,,,,,,,,Ruders,,,,,,,,,Ruder,,,,,,,,,Ruder,,,,,,,,,Rudern,,,,,,,,,Ruder,,,,,,,,,Ruder,,,,,,,,
Neonlampe,Substantiv,1,f,Neonlampe,,,,,,,,,Neonlampen,,,,,,,,,Neonlampe,,,,,,,,,Neonlampen,,,,,,,,,Neonlampe,,,,,,,,,Neonlampen,,,,,,,,,Neonlampe,,,,,,,,,Neonlampen,,,,,,,,
Gesichtsmaske,Substantiv,1,f,Gesichtsmaske,,,,,,,,,Gesichtsmasken,,,,,,,,,Gesichtsmaske,,,,,,,,,Gesichtsmasken,,,,,,,,,Gesichtsmaske,,,,,,,,,Gesichtsmasken,,,,,,,,,Gesichtsmaske,,,,,,,,,Gesichtsmasken,,,,,,,,
